"데이터=전국시장 넘버 Num 1)서울시","사진여부  ","시장이름 MarketName ","MarketNameEN ","MarketNameJp ","MarketNameCn ","BaseCategory 지역1 Province_kr ","Province_en ","Province_jp ","Province_cn ","SecondCategory District_kr ","District_en ","District_jp ","District_cn ","Address 주소 Address_kr ","Address_en ","Address_jp ","Address_cn ","HasfTag 해시태그 HashTag_kr ","HashTag_en ","HashTag_jp ","HashTag_cn ","Description 설명 Description_kr ","Description_en ","Description_jp ","Description_cn ","OpenTime 운영시간 OpenTime ","OpenTime_En ","OpenTime_Jp ","OpenTime_Ch ","전화번호 Tel ","네이버링크 NaverLink "
"1","","전주남부시장","Jeonju Nambu Market","全州南部市場","全州南部市场","전라북도","Jeollabuk-do","全羅北道","全罗北道","완산구","Wansan-gu","ワンサン区","完山区","전북 전주시 완산구 풍남문2길 63","63, Pungnammun 2-gil, Wansan-gu, Jeonju","全羅北道 全州市 完山区 豊南門2キル 63","全罗北道 全州市 完山区 丰南门2路 63","#청년몰, #야시장, #피순대, #한옥마을, #전주여행","#YouthMall, #NightMarket, #BloodSausage, #Hanok","#青年モール, #夜市, #ピスンデ, #韓屋村, #全州","#青年中心, #夜市, #血肠, #韩屋村, #全州旅游","한옥마을 인근의 유서 깊은 시장으로 청년몰과 주말 야시장이 MZ세대에게 인기입니다.","Historic market near Hanok Village, famous for its Youth Mall and weekend night market.","韓屋村近くの歴史ある市場で、青年モールや週末の夜市が若者に人気です。","邻近韩屋村的历史悠久市场，青年创业街和周末夜市深受MZ世代欢迎。","09:00–21:00 (야시장 금·토 18:00–23:00)","09:00–21:00 (Night Fri/Sat 18:00–23:00)","09:00–21:00 (夜市 金・土 18:00–23:00)","09:00–21:00 (夜市 周五/六 18:00–23:00)","063-284-1344",""
"2","","전주모래내시장","Jeonju Moraenae Market","全州モレネ市場","全州毛莱内市场","전라북도","Jeollabuk-do","全羅北道","全罗北道","덕진구","Deokjin-gu","ドクジン区","德津区","전북 전주시 덕진구 모래내시장길 10","10, Moraenaesijang-gil, Deokjin-gu, Jeonju","全羅北道 全州市 德津区 モレネ市場キル 10","全罗北道 全州市 德津区 毛莱内市场路 10","#전통시장, #농산물직거래, #착한가격, #로컬장터","#LocalMarket, #FreshProduce, #GoodPrice","#伝統市場, #農産物直売, #安値, #ローカル","#传统市场, #农产品直销, #价格实惠, #当地集市","전주 시민들의 실질적인 장바구니를 책임지는 곳으로 신선한 농산물과 먹거리가 풍부합니다.","A local market responsible for Jeonju citizens' groceries, rich in fresh produce.","全州市民の食卓を支える場所で、新鮮な農産物やグルメが豊富です。","负责全州市民实际采买的地方，拥有丰富的新鲜农产品和各类美食。","08:00–20:00 (점포별 상이)","08:00–20:00 (Varies by shop)","08:00–20:00 (店舗により異なる)","08:00–20:00 (各店不同)","063-273-0402",""
"3","","전주농수산물도매시장","Jeonju Wholesale Market","全州農水産物卸売市場","全州农水产品批发市场","전라북도","Jeollabuk-do","全羅北道","全罗北道","덕진구","Deokjin-gu","ドクジン区","德津区","전북 전주시 덕진구 동부대로 1177","1177, Dongbu-daero, Deokjin-gu, Jeonju","全羅北道 全州市 德津区 東部大路 1177","全罗北道 全州市 德津区 东部大道 1177","#식자재도매, #경매, #대량구매, #청과물, #수산동","#Wholesale, #Auction, #Fruits, #Seafood","#食材卸売, #競売, #大量購入, #青果物, #水産","#食材批发, #拍卖, #大宗采购, #蔬果, #水产","전주와 전북 인근의 식자재 유통을 담당하는 대형 도매시장으로 새벽 경매가 활발합니다.","A large wholesale market in charge of food distribution in Jeonju and nearby areas.","全州と全北近郊の食材流通を担う大型卸売市場で、早朝の競売が活発です。","负责全州及全北地区食材流通的大型批发市场，凌晨拍卖交易活跃。","04:00–18:00 (일요일 휴무 상이)","04:00–18:00 (Closed on Sundays)","04:00–18:00 (日曜休)","04:00–18:00 (周日休息)","063-214-1110",""
"4","","전주가구단지","Jeonju Furniture Complex","全州家具団地","全州家具团地","전라북도","Jeollabuk-do","全羅北道","全罗北道","덕진구","Deokjin-gu","ドクジン区","德津区","전북 전주시 덕진구 기린대로 762","762, Girin-daero, Deokjin-gu, Jeonju","全羅北道 全州市 德津区 麒麟大路 762","全罗北道 全州市 德津区 麒麟大道 762","#가구거리, #인테리어, #혼수가구, #사무용가구","#FurnitureStreet, #Interior, #Wedding, #Office","#家具通り, #インテリア, #婚礼家具, #事務用","#家具街, #室内装饰, #婚庆家具, #办公家具","대로변을 따라 대형 가구 브랜드와 인테리어 업체들이 밀집된 전주의 대표 가구거리입니다.","A representative furniture street in Jeonju with major brands and interior shops.","大通り沿いに大型家具ブランドやインテリア業者が密集する全州の代表的な家具通りです。","沿大道聚集了大型家具品牌和室内装饰企业的全州代表性家具街。","10:00–20:00 (연중무휴)","10:00–20:00 (Open year-round)","10:00–20:00 (年中無休)","10:00–20:00 (全年无休)","063-241-1234",""
"1","","양동시장","Yangdong Market","良洞市場","良洞市场","광주","Gwangju","光州広域市","光州广域市","서구","Seo-gu","西区","西区","광주 서구 경열로 163","163, Gyeongyeol-ro, Seo-gu, Gwangju","光州広域市 西区 慶烈路 163","光州广域市 西区 庆烈路 163","#호남최대규모, #전통시장, #홍어, #양동통닭, #혼수품","#LargestInHonam, #Traditional, #Skate, #Wedding","#湖南最大規模, #伝統市場, #ガンギエイ, #婚礼品","#湖南最大规模, #传统市场, #洪鱼, #婚庆用品","호남 지역에서 가장 큰 규모의 전통시장으로 제사 용품, 혼수품, 홍어 거래가 매우 활발합니다.","The largest traditional market in Honam region, famous for wedding goods and skate.","湖南地域で最大規模の伝統市場で、祭祀用品、婚礼品、ガンギエイの取引が非常に活発です。","湖南地区规模最大的传统市场，祭祀用品、婚庆用品、洪鱼交易非常活跃。","09:00–21:00 (첫째, 셋째 일요일 휴무)","09:00–21:00 (Closed 1st/3rd Sun)","09:00–21:00 (第1・3日曜休)","09:00–21:00 (每月第一、三个周日休息)","062-366-0826",""
"2","","남광주시장","Namgwangju Market","南光州市場","南光州市场","광주","Gwangju","光州広域市","光州广域市","동구","Dong-gu","東区","东区","광주 동구 제봉로 9","9, Jebong-ro, Dong-gu, Gwangju","光州広域市 東区 諸峰路 9","光州广域市 东区 诸峰路 9","#수산물시장, #국밥골목, #새벽시장, #남광주밤기차야시장","#SeafoodMarket, #SoupStreet, #NightMarket, #Dawn","#水産物市場, #クッパ通り, #夜市, #朝市","#水产市场, #汤饭街, #夜市, #早市","과거 남광주역의 활기를 이어받은 시장으로 신선한 수산물과 국밥 골목이 유명한 곳입니다.","A market famous for fresh seafood and rice soup alley, inheriting the energy of the old station.","かつての南光州駅の活気を受け継いだ市場で、新鮮な水産物とクッパ通りが有名です。","继承了过去南光州站活力的市场，以新鲜的水产和汤饭街闻名。","05:00–22:00 (매장별 상이)","05:00–22:00 (Varies by shop)","05:00–22:00 (店舗により異なる)","05:00–22:00 (各店不同)","062-226-3026",""
"3","","1913송정역시장","1913 Songjeong Station Market","1913松汀駅市場","1913松汀驿市场","광주","Gwangju","光州広域市","光州广域市","광산구","Gwangsan-gu","光山区","光山区","광주 광산구 송정로8번길 13","13, Songjeong-ro 8-gil, Gwangsan-gu, Gwangju","光州広域市 光山区 松汀路8キル 13","光州广域市 光山区 松汀路8路 13","#청년상인, #뉴트로, #광주송정역, #먹거리여행, #인생샷","#YouthMerchant, #Newtro, #KTXStation, #Foodie","#青年商人, #ニュートロ, #松汀駅, #グルメ旅行","#青年商户, #新复古, #光州松汀驿, #美食旅行","100년 역사의 시장을 현대적인 감각으로 재탄생시켜 젊은 층과 여행객이 많이 찾는 명소입니다.","A century-old market reborn with a modern touch, popular among young travelers.","100年の歴史を持つ市場を現代的な感覚で再生させ、若者や旅行客に人気の名所です。","将拥有百年历史的市场以现代感重塑，是深受年轻人和游客喜爱的热门景点。","11:00–22:00 (매달 둘째, 넷째 월요일 휴무)","11:00–22:00 (Closed 2nd/4th Mon)","11:00–22:00 (第2・4月曜休)","11:00–22:00 (每月第二、四个周一休息)","062-942-1913",""
"4","","광주각화동농산물도매시장","Gakhwa-dong Wholesale Market","各下洞農産物卸売市場","各下洞农产物批发市场","광주","Gwangju","光州広域市","光州广域市","북구","Buk-gu","北区","北区","광주 북구 각화대로 45","45, Gakhwa-daero, Buk-gu, Gwangju","光州広域市 北区 各下大路 45","光州广域市 北区 各下大道 45","#농산물물류, #청과물도매, #경매시장, #호남식자재","#AgriWholesale, #Auction, #HonamLogistics, #Fruit","#農産物卸売, #青果物, #競売市場, #湖南食材","#农产品批发, #蔬果批发, #拍卖市场, #湖南食材","호남 지역 농산물 유통의 중추적인 역할을 하는 대규모 도매시장으로 새벽 경매가 활발합니다.","A large wholesale market playing a pivotal role in Honam's agricultural distribution.","湖南地域の農産物流通の中枢を担う大規模な卸売市場で、早朝の競売が活発です。","承担湖南地区农产品流通中枢作用的大型批发市场，凌晨拍卖交易活跃。","04:00–18:00 (일요일 휴무 상이)","04:00–18:00 (Closed on Sundays)","04:00–18:00 (日曜休)","04:00–18:00 (周日休息)","062-613-7512",""
"1","","울산농수산물도매시장","Ulsan Wholesale Market","蔚山農水産物卸売市場","蔚山农水产品批发市场","울산","Ulsan","蔚山広域市","蔚山广域市","남구","Nam-gu","南区","南区","울산 남구 삼산로 324","324, Samsan-ro, Nam-gu, Ulsan","蔚山広域市 南区 三山路 324","蔚山广域市 南区 三山路 324","#울산최대도매, #농수산물, #경매, #신선식품, #삼산동","#Wholesale, #FreshProduce, #Auction, #Logistics","#蔚山最大卸売, #農水産物, #競売, #新鮮食品","#蔚山最大批发, #农水产品, #拍卖, #新鲜食品","울산 중심부 삼산동에 위치해 접근성이 좋으며, 울산 시민의 식자재 유통을 책임지는 핵심 거점입니다.","A key logistics hub in downtown Ulsan responsible for distributing fresh food.","蔚山中心部の三山洞に位置し、市民の食材流通を担う核心的な拠点です。","位于蔚山中心的三山洞，交通便利，是负责蔚山市民食材流通的核心据点。","05:00–18:00 (첫째, 셋째 일요일 휴무)","05:00–18:00 (Closed 1st/3rd Sun)","05:00–18:00 (第1・3日曜休)","05:00–18:00 (每月第一、三个周日休息)","052-226-5661",""
"2","","신정시장","Sinjeong Market","新亭市場","新亭市场","울산","Ulsan","蔚山広域市","蔚山广域市","남구","Nam-gu","南区","南区","울산 남구 봉월로 176","176, Bongwol-ro, Nam-gu, Ulsan","蔚山広域市 南区 奉月路 176","蔚山广域市 南区 奉月路 176","#칼국수골목, #국밥, #울산대표전통시장, #먹거리","#Kalguksu, #Traditional, #LocalFood, #StreetFood","#カルグクス通り, #伝統市場, #グルメ, #新亭","#刀切面街, #汤饭, #蔚山代表性传统市场, #美食","울산에서 가장 활발한 전통시장 중 하나로 특히 칼국수 골목과 국밥이 직장인과 여행객에게 인기입니다.","One of the most active traditional markets in Ulsan, famous for its Kalguksu alley.","蔚山で最も活気のある伝統市場の一つで、特にカルグクス通りが人気です。","蔚山最活跃的传统市场之一，特别是刀切面街和汤饭深受职员和游客喜爱。","08:00–21:00 (점포별 상이)","08:00–21:00 (Varies by shop)","08:00–21:00 (店舗により異なる)","08:00–21:00 (各店不同)","052-271-9019",""
"3","","장생포고래시장","Jangsaengpo Whale Market","長生浦クジラ市場","长生浦鲸鱼市场","울산","Ulsan","蔚山広域市","蔚山广域市","남구","Nam-gu","南区","南区","울산 남구 장생포고래로 209","209, Jangsaengpogorae-ro, Nam-gu, Ulsan","蔚山広域市 南区 長生浦クジラ路 209","蔚山广域市 南区 长生浦鲸鱼路 209","#고래고기, #고래특구, #장생포, #특산물, #울산체험","#WhaleMeat, #UniqueFood, #Jangsaengpo, #Tourism","#クジラ肉, #特産物, #長生浦, #蔚山観光","#鲸鱼肉, #鲸鱼特区, #长生浦, #特产, #蔚山体验","전국 유일의 고래 문화 특구 내 위치하여 고래고기를 비롯한 다양한 수산물을 접할 수 있는 특색 있는 시장입니다.","A unique market in Korea's only whale culture zone, offering whale meat and seafood.","全国唯一のクジラ文化特区内に位置し、クジラ肉などの特産物を扱う特色ある市場です。","位于韩国唯一的鲸鱼文化特区内，是可以接触到以鲸鱼肉为首的各类水产的特色市场。","09:00–20:00 (매장별 상이)","09:00–20:00 (Varies by shop)","09:00–20:00 (店舗により異なる)","09:00–20:00 (各店不同)","052-226-3406",""
"4","","태화종합시장","Taehwa General Market","太和総合市場","太和综合市场","울산","Ulsan","蔚山広域市","蔚山广域市","중구","Jung-gu","中区","中区","울산 중구 화진길 24","24, Hwajin-gil, Jung-gu, Ulsan","蔚山広域市 中区 花津キル 24","蔚山广域市 中区 花津路 24","#오일장, #태화강국가정원, #로컬장터, #나들이","#5dayMarket, #Taehwagang, #LocalMarket, #Fresh","#五日市, #太和江国家庭園, #ローカル市場, #買い物","#五日集, #太和江国家花园, #当地市场, #郊游","태화강 국가정원 인근의 시장으로 5, 10일에 열리는 오일장은 엄청난 규모와 인파를 자랑합니다.","A market near Taehwagang Garden, famous for its massive 5-day market on the 5th/10th.","太和江国家庭園近くの市場で、5、10日に開かれる五日市は非常に大規模です。","位于太和江国家花园附近的市场，逢5、10号举办的五日集规模庞大、人潮汹涌。","08:00–21:00 (5, 10일 오일장 위주)","08:00–21:00 (Peak on 5th/10th)","08:00–21:00 (5, 10日の五日市が中心)","08:00–21:00 (以5, 10号五日集为主)","052-243-7977",""
